,work_year,experience_level,employment_type,job_title,salary_in_usd,company_location,company_size
736,2023,Senior-Level,Full_time,Data Engineer,179000,US,Medium
737,2023,Senior-Level,Full_time,Data Engineer,109000,US,Medium
738,2023,Senior-Level,Full_time,Data Scientist,245000,US,Medium
739,2023,Senior-Level,Full_time,Data Scientist,180000,US,Medium
740,2023,Senior-Level,Full_time,Data Analyst,142000,US,Medium
741,2023,Senior-Level,Full_time,Data Analyst,75000,US,Medium
742,2023,Senior-Level,Full_time,Data Manager,198800,US,Medium
743,2023,Senior-Level,Full_time,Data Manager,105200,US,Medium
744,2023,Senior-Level,Full_time,Data Analyst,125000,US,Medium
745,2023,Senior-Level,Full_time,Data Analyst,112000,US,Medium
746,2023,Senior-Level,Full_time,Data Scientist,210000,US,Medium
747,2023,Senior-Level,Full_time,Data Scientist,155000,US,Medium
748,2023,Senior-Level,Full_time,Data Manager,115000,US,Medium
749,2023,Senior-Level,Full_time,Data Manager,86000,US,Medium
750,2023,Senior-Level,Full_time,Data Scientist,165000,US,Medium
751,2023,Senior-Level,Full_time,Data Scientist,140000,US,Medium
752,2023,Senior-Level,Full_time,Data Analyst,139000,US,Medium
753,2023,Senior-Level,Full_time,Data Analyst,106000,US,Medium
754,2023,Senior-Level,Freelance,Machine Learning Researcher,50000,UA,Small
755,2023,Senior-Level,Full_time,Data Architect,250500,US,Medium
756,2023,Senior-Level,Full_time,Data Architect,159500,US,Medium
757,2023,Senior-Level,Full_time,Data Engineer,145000,US,Medium
758,2023,Senior-Level,Full_time,Data Engineer,115000,US,Medium
759,2023,Senior-Level,Full_time,Data Analyst,140000,US,Medium
760,2023,Senior-Level,Full_time,Data Analyst,120000,US,Medium
761,2023,Senior-Level,Full_time,Data Analyst,175000,CA,Medium
762,2023,Senior-Level,Full_time,Data Analyst,135000,CA,Medium
763,2023,Senior-Level,Full_time,Machine Learning Engineer,257000,US,Medium
764,2023,Senior-Level,Full_time,Machine Learning Engineer,147000,US,Medium
765,2023,Senior-Level,Full_time,Data Engineer,222000,US,Medium
766,2023,Senior-Level,Full_time,Data Engineer,175000,US,Medium
767,2023,Senior-Level,Full_time,Data Scientist,203000,US,Medium
768,2023,Senior-Level,Full_time,Data Scientist,133200,US,Medium
769,2023,Senior-Level,Full_time,Data Engineer,221000,US,Medium
770,2023,Senior-Level,Full_time,Data Engineer,147000,US,Medium
771,2023,Senior-Level,Full_time,Data Quality Analyst,100000,US,Medium
772,2023,Senior-Level,Full_time,Data Quality Analyst,80000,US,Medium
773,2023,Senior-Level,Full_time,Data Scientist,185900,US,Medium
774,2023,Senior-Level,Full_time,Data Scientist,129300,US,Medium
775,2023,Senior-Level,Full_time,Data Scientist,238000,US,Medium
776,2023,Senior-Level,Full_time,Data Scientist,156000,US,Medium
777,2023,Senior-Level,Full_time,Machine Learning Engineer,304000,US,Medium
778,2023,Senior-Level,Full_time,Machine Learning Engineer,199000,US,Medium
779,2023,Senior-Level,Full_time,Data Engineer,150000,US,Medium
780,2023,Senior-Level,Full_time,Data Engineer,130000,US,Medium
781,2023,Senior-Level,Full_time,Data Scientist,140000,US,Medium
782,2023,Senior-Level,Full_time,Data Scientist,110000,US,Medium
783,2023,Senior-Level,Full_time,Data Engineer,240000,US,Medium
784,2023,Senior-Level,Full_time,Data Engineer,183600,US,Medium
785,2023,Senior-Level,Full_time,Data Engineer,250000,US,Medium
786,2023,Senior-Level,Full_time,Data Engineer,150000,US,Medium
787,2023,Senior-Level,Full_time,Data Analytics Manager,160000,US,Medium
788,2023,Senior-Level,Full_time,Data Analytics Manager,120000,US,Medium
789,2023,Senior-Level,Full_time,Machine Learning Engineer,289076,US,Medium
790,2023,Senior-Level,Full_time,Machine Learning Engineer,202353,US,Medium
791,2023,Senior-Level,Full_time,Data Engineer,145000,US,Medium
792,2023,Senior-Level,Full_time,Data Engineer,120000,US,Medium
793,2023,Senior-Level,Full_time,Data Analyst,155000,US,Medium
794,2023,Senior-Level,Full_time,Data Analyst,106000,US,Medium
795,2023,Senior-Level,Full_time,Data Engineer,200000,US,Medium
796,2023,Senior-Level,Full_time,Data Engineer,160000,US,Medium
797,2023,Senior-Level,Full_time,Data Scientist,157750,US,Medium
798,2023,Senior-Level,Full_time,Data Scientist,104650,US,Medium
799,2023,Senior-Level,Full_time,Data Scientist,48289,ES,Medium
800,2023,Senior-Level,Full_time,Data Scientist,38631,ES,Medium
801,2023,Senior-Level,Full_time,Data Analyst,105000,US,Medium
802,2023,Senior-Level,Full_time,Data Analyst,90000,US,Medium
803,2023,Senior-Level,Full_time,Analytics Engineer,179820,US,Medium
804,2023,Senior-Level,Full_time,Analytics Engineer,143860,US,Medium
805,2023,Senior-Level,Full_time,Data Analyst,135000,US,Medium
806,2023,Senior-Level,Full_time,Data Analyst,105500,US,Medium
807,2023,Senior-Level,Full_time,Machine Learning Engineer,241000,US,Medium
808,2023,Senior-Level,Full_time,Machine Learning Engineer,181000,US,Medium
809,2023,Senior-Level,Full_time,Data Scientist,252000,US,Medium
810,2023,Senior-Level,Full_time,Data Scientist,154000,US,Medium
811,2023,Senior-Level,Full_time,Data Scientist,191765,US,Medium
812,2023,Senior-Level,Full_time,Data Scientist,134236,US,Medium
813,2023,Senior-Level,Full_time,Data Scientist,175000,US,Medium
814,2023,Senior-Level,Full_time,Data Scientist,145000,US,Medium
815,2023,Senior-Level,Full_time,Data Scientist,237000,US,Medium
816,2023,Senior-Level,Full_time,Data Scientist,145000,US,Medium
817,2023,Senior-Level,Full_time,Data Analyst,80000,US,Medium
818,2023,Senior-Level,Full_time,Data Analyst,70000,US,Medium
819,2023,Senior-Level,Full_time,Data Engineer,146000,US,Medium
820,2023,Senior-Level,Full_time,Data Engineer,75000,US,Medium
821,2023,Senior-Level,Full_time,Machine Learning Engineer,170000,US,Medium
822,2023,Senior-Level,Full_time,Machine Learning Engineer,130000,US,Medium
823,2023,Senior-Level,Full_time,Data Analyst,208450,US,Medium
824,2023,Senior-Level,Full_time,Data Analyst,170550,US,Medium
825,2023,Senior-Level,Full_time,Machine Learning Engineer,125000,US,Medium
826,2023,Senior-Level,Full_time,Machine Learning Engineer,100000,US,Medium
827,2023,Senior-Level,Full_time,Data Scientist,200000,US,Medium
828,2023,Senior-Level,Full_time,Data Scientist,170000,US,Medium
829,2023,Senior-Level,Full_time,Data Scientist,171250,IE,Medium
830,2023,Senior-Level,Full_time,Data Scientist,113750,IE,Medium
831,2023,Senior-Level,Full_time,Applied Scientist,222200,US,Large
832,2023,Senior-Level,Full_time,Applied Scientist,136000,US,Large
833,2023,Senior-Level,Full_time,Applied Scientist,260000,US,Large
834,2023,Senior-Level,Full_time,Applied Scientist,136000,US,Large
835,2023,Senior-Level,Full_time,Data Analyst,153600,US,Medium
836,2023,Senior-Level,Full_time,Data Analyst,100500,US,Medium
837,2023,Senior-Level,Full_time,Applied Scientist,205000,US,Medium
838,2023,Senior-Level,Full_time,Applied Scientist,184000,US,Medium
839,2023,Senior-Level,Full_time,Machine Learning Engineer,115000,CA,Medium
840,2023,Senior-Level,Full_time,Machine Learning Engineer,95000,CA,Medium
841,2023,Senior-Level,Full_time,Data Engineer,203100,US,Medium
842,2023,Senior-Level,Full_time,Data Engineer,114500,US,Medium
843,2023,Senior-Level,Full_time,Data Engineer,252000,US,Medium
844,2023,Senior-Level,Full_time,Data Engineer,129000,US,Medium
845,2023,Senior-Level,Full_time,Data Engineer,160000,US,Medium
846,2023,Senior-Level,Full_time,Data Engineer,130000,US,Medium
847,2023,Senior-Level,Full_time,Data Scientist,258000,CA,Medium
848,2023,Senior-Level,Full_time,Data Scientist,190000,CA,Medium
849,2023,Senior-Level,Full_time,Data Scientist,170000,US,Medium
850,2023,Senior-Level,Full_time,Data Scientist,135000,US,Medium
851,2023,Senior-Level,Full_time,Data Scientist,195000,US,Medium
852,2023,Senior-Level,Full_time,Data Scientist,160000,US,Medium
853,2023,Senior-Level,Full_time,Data Analyst,100000,US,Medium
854,2023,Senior-Level,Full_time,Data Analyst,80000,US,Medium
855,2023,Senior-Level,Full_time,Data Engineer,223250,US,Medium
856,2023,Senior-Level,Full_time,Data Engineer,178600,US,Medium
857,2023,Senior-Level,Full_time,Data Scientist,297300,US,Medium
858,2023,Senior-Level,Full_time,Data Scientist,198200,US,Medium
859,2023,Senior-Level,Full_time,Data Scientist,200000,US,Medium
860,2023,Senior-Level,Full_time,Data Scientist,170000,US,Medium
861,2023,Senior-Level,Full_time,Data Scientist,317070,US,Medium
862,2023,Senior-Level,Full_time,Data Scientist,170730,US,Medium
863,2023,Senior-Level,Full_time,Data Engineer,128000,US,Medium
864,2023,Senior-Level,Full_time,Data Engineer,81500,US,Medium
865,2023,Senior-Level,Full_time,AI Developer,108000,UA,Medium
866,2023,Senior-Level,Full_time,AI Developer,60000,UA,Medium
867,2023,Senior-Level,Full_time,Data Engineer,171250,US,Medium
868,2023,Senior-Level,Full_time,Data Engineer,113750,US,Medium
869,2023,Senior-Level,Full_time,Data Engineer,165000,US,Medium
870,2023,Senior-Level,Full_time,Data Engineer,132300,US,Medium
871,2023,Senior-Level,Full_time,Data Scientist,225000,US,Medium
872,2023,Senior-Level,Full_time,Data Scientist,175000,US,Medium
873,2023,Senior-Level,Full_time,Data Engineer,230000,US,Medium
874,2023,Senior-Level,Full_time,Data Engineer,124500,US,Medium
875,2023,Senior-Level,Full_time,Machine Learning Engineer,247500,US,Medium
876,2023,Senior-Level,Full_time,Machine Learning Engineer,172200,US,Medium
877,2023,Senior-Level,Full_time,Data Analyst,175000,US,Medium
878,2023,Senior-Level,Full_time,Data Analyst,145000,US,Medium
879,2023,Senior-Level,Full_time,Data Analyst,148700,US,Medium
880,2023,Senior-Level,Full_time,Data Analyst,125600,US,Medium
881,2023,Senior-Level,Full_time,Data Engineer,145000,US,Medium
882,2023,Senior-Level,Full_time,Data Engineer,115000,US,Medium
883,2023,Senior-Level,Full_time,Research Scientist,200000,US,Medium
884,2023,Senior-Level,Full_time,Research Scientist,150000,US,Medium
885,2023,Senior-Level,Full_time,Data Analyst,185000,US,Medium
886,2023,Senior-Level,Full_time,Data Analyst,120250,US,Medium
887,2023,Senior-Level,Full_time,Data Scientist,275300,US,Medium
888,2023,Senior-Level,Full_time,Data Scientist,183000,US,Medium
889,2023,Senior-Level,Full_time,Data Architect,170000,US,Medium
890,2023,Senior-Level,Full_time,Data Architect,125000,US,Medium
891,2023,Senior-Level,Full_time,Research Scientist,250000,US,Medium
892,2023,Senior-Level,Full_time,Research Scientist,200000,US,Medium
893,2023,Senior-Level,Full_time,AI Scientist,423834,IL,Large
894,2023,Senior-Level,Full_time,Machine Learning Engineer,216000,US,Medium
895,2023,Senior-Level,Full_time,Machine Learning Engineer,184000,US,Medium
896,2023,Senior-Level,Full_time,Data Engineer,180000,US,Medium
897,2023,Senior-Level,Full_time,Data Engineer,165000,US,Medium
898,2023,Senior-Level,Full_time,Data Scientist,185900,US,Medium
899,2023,Senior-Level,Full_time,Data Scientist,129300,US,Medium
900,2023,Senior-Level,Full_time,Data Engineer,145000,US,Medium
901,2023,Senior-Level,Full_time,Data Engineer,120000,US,Medium
902,2023,Senior-Level,Full_time,Data Scientist,173000,US,Medium
903,2023,Senior-Level,Full_time,Data Scientist,132000,US,Medium
904,2023,Senior-Level,Full_time,Data Analyst,208049,US,Medium
905,2023,Senior-Level,Full_time,Data Analyst,128500,US,Medium
906,2023,Senior-Level,Full_time,Analytics Engineer,179820,US,Medium
907,2023,Senior-Level,Full_time,Analytics Engineer,143860,US,Medium
908,2023,Senior-Level,Full_time,Data Engineer,167500,US,Medium
909,2023,Senior-Level,Full_time,Data Engineer,106500,US,Medium
910,2023,Senior-Level,Full_time,Data Scientist,275300,US,Medium
911,2023,Senior-Level,Full_time,Data Scientist,183500,US,Medium
912,2023,Senior-Level,Full_time,Data Analyst,190000,US,Medium
913,2023,Senior-Level,Full_time,Data Analyst,95000,US,Medium
914,2023,Senior-Level,Full_time,Data Analyst,153600,US,Medium
915,2023,Senior-Level,Full_time,Data Analyst,106800,US,Medium
916,2023,Senior-Level,Full_time,Data Scientist,275300,US,Medium
917,2023,Senior-Level,Full_time,Data Scientist,183500,US,Medium
918,2023,Senior-Level,Full_time,Machine Learning Scientist,220000,US,Medium
919,2023,Senior-Level,Full_time,Machine Learning Scientist,170000,US,Medium
920,2023,Senior-Level,Full_time,Data Analyst,135000,US,Medium
921,2023,Senior-Level,Full_time,Data Analyst,105500,US,Medium
922,2023,Senior-Level,Full_time,Data Analyst,100000,US,Medium
923,2023,Senior-Level,Full_time,Data Analyst,80000,US,Medium
924,2023,Senior-Level,Full_time,Data Engineer,160000,CA,Medium
925,2023,Senior-Level,Full_time,Data Engineer,145000,CA,Medium
926,2023,Senior-Level,Full_time,Data Engineer,150000,US,Medium
927,2023,Senior-Level,Full_time,Data Engineer,111000,US,Medium
928,2023,Senior-Level,Full_time,Data Engineer,160000,US,Medium
929,2023,Senior-Level,Full_time,Data Engineer,130000,US,Medium
930,2023,Senior-Level,Full_time,Data Engineer,252000,US,Medium
931,2023,Senior-Level,Full_time,Data Engineer,129000,US,Medium
932,2023,Senior-Level,Full_time,Data Scientist,201036,US,Medium
933,2023,Senior-Level,Full_time,Data Scientist,134024,US,Medium
934,2023,Senior-Level,Full_time,Data Analyst,165000,US,Medium
935,2023,Senior-Level,Full_time,Data Analyst,140000,US,Medium
936,2023,Senior-Level,Full_time,Data Scientist,172000,US,Medium
937,2023,Senior-Level,Full_time,Data Scientist,115000,US,Medium
938,2023,Senior-Level,Full_time,Data Engineer,163800,US,Medium
939,2023,Senior-Level,Full_time,Data Engineer,126000,US,Medium
940,2023,Senior-Level,Full_time,Data Scientist,237000,US,Medium
941,2023,Senior-Level,Full_time,Data Scientist,145000,US,Medium
942,2023,Senior-Level,Full_time,Data Engineer,139500,US,Medium
943,2023,Senior-Level,Full_time,Data Engineer,109400,US,Medium
944,2023,Senior-Level,Full_time,Data Scientist,258000,CA,Medium
945,2023,Senior-Level,Full_time,Data Scientist,190000,CA,Medium
946,2023,Senior-Level,Full_time,Data Engineer,205600,US,Large
947,2023,Senior-Level,Full_time,Data Engineer,105700,US,Large
948,2023,Senior-Level,Full_time,Data Engineer,252000,US,Medium
949,2023,Senior-Level,Full_time,Data Engineer,129000,US,Medium
950,2023,Senior-Level,Full_time,Data Scientist,239748,US,Medium
951,2023,Senior-Level,Full_time,Data Scientist,159832,US,Medium
952,2023,Senior-Level,Full_time,Data Scientist,186300,US,Medium
953,2023,Senior-Level,Full_time,Data Scientist,102500,US,Medium
954,2023,Senior-Level,Full_time,Data Engineer,165000,US,Medium
955,2023,Senior-Level,Full_time,Data Engineer,132300,US,Medium
956,2023,Senior-Level,Full_time,Data Scientist,190000,US,Medium
957,2023,Senior-Level,Full_time,Data Scientist,126000,US,Medium
958,2023,Senior-Level,Full_time,Data Architect,149040,US,Medium
959,2023,Senior-Level,Full_time,Data Architect,113900,US,Medium
960,2023,Senior-Level,Full_time,Data Engineer,153600,US,Medium
961,2023,Senior-Level,Full_time,Data Engineer,106800,US,Medium
962,2023,Senior-Level,Full_time,Data Engineer,172600,US,Medium
963,2023,Senior-Level,Full_time,Data Engineer,107900,US,Medium
964,2023,Senior-Level,Full_time,Data Analyst,180180,US,Medium
965,2023,Senior-Level,Full_time,Data Analyst,106020,US,Medium
966,2023,Senior-Level,Full_time,Data Architect,376080,US,Medium
967,2023,Senior-Level,Full_time,Data Architect,213120,US,Medium
968,2023,Senior-Level,Full_time,Data Analyst,153600,US,Medium
969,2023,Senior-Level,Full_time,Data Analyst,100500,US,Medium
970,2023,Senior-Level,Full_time,Data Analyst,206500,US,Medium
971,2023,Senior-Level,Full_time,Data Analyst,121600,US,Medium
972,2023,Senior-Level,Full_time,Data Engineer,260000,US,Medium
973,2023,Senior-Level,Full_time,Data Engineer,225000,US,Medium
974,2023,Senior-Level,Full_time,Cloud Database Engineer,170000,US,Large
975,2023,Senior-Level,Full_time,Applied Machine Learning Scientist,90000,US,Large
976,2023,Senior-Level,Full_time,Data Engineer,275000,US,Medium
977,2023,Senior-Level,Full_time,Data Engineer,160000,US,Medium
978,2023,Senior-Level,Full_time,Data Analyst,115934,US,Medium
979,2023,Senior-Level,Full_time,Data Analyst,81666,US,Medium
980,2023,Senior-Level,Full_time,Data Scientist,175000,US,Medium
981,2023,Senior-Level,Full_time,Data Scientist,120000,US,Medium
982,2023,Senior-Level,Full_time,Machine Learning Engineer,150000,US,Medium
983,2023,Senior-Level,Full_time,Machine Learning Engineer,120000,US,Medium
984,2023,Senior-Level,Full_time,Research Engineer,200000,US,Medium
985,2023,Senior-Level,Full_time,Research Engineer,175000,US,Medium
986,2023,Senior-Level,Full_time,Data Architect,138000,GB,Medium
987,2023,Senior-Level,Full_time,Data Architect,92000,GB,Medium
988,2023,Senior-Level,Full_time,Data Manager,65000,CO,Medium
989,2023,Senior-Level,Full_time,Data Manager,48000,CO,Medium
990,2023,Senior-Level,Full_time,Data Analyst,110000,US,Medium
991,2023,Senior-Level,Full_time,Data Analyst,75000,US,Medium
992,2023,Senior-Level,Full_time,Analytics Engineer,130000,US,Medium
993,2023,Senior-Level,Full_time,Analytics Engineer,87000,US,Medium
994,2023,Senior-Level,Full_time,Data Science Manager,299500,US,Medium
995,2023,Senior-Level,Full_time,Data Science Manager,245100,US,Medium
996,2023,Senior-Level,Full_time,Data Engineer,147100,US,Medium
997,2023,Senior-Level,Full_time,Data Engineer,90700,US,Medium
998,2023,Senior-Level,Full_time,Data Engineer,168400,US,Medium
999,2023,Senior-Level,Full_time,Data Engineer,105200,US,Medium
1000,2023,Senior-Level,Full_time,Data Scientist,210000,US,Medium
1001,2023,Senior-Level,Full_time,Data Scientist,160000,US,Medium
1002,2023,Senior-Level,Full_time,Applied Scientist,222200,US,Large
1003,2023,Senior-Level,Full_time,Applied Scientist,136000,US,Large
1004,2023,Senior-Level,Full_time,Data Analyst,185000,US,Medium
1005,2023,Senior-Level,Full_time,Data Analyst,120250,US,Medium
1006,2023,Senior-Level,Full_time,Data Scientist,205000,US,Medium
1007,2023,Senior-Level,Full_time,Data Scientist,140000,US,Medium
1008,2023,Senior-Level,Full_time,Data Scientist,297300,US,Medium
1009,2023,Senior-Level,Full_time,Data Scientist,198200,US,Medium
1010,2023,Senior-Level,Full_time,Research Scientist,141288,US,Medium
1011,2023,Senior-Level,Full_time,Research Scientist,94192,US,Medium
1012,2023,Senior-Level,Full_time,Data Infrastructure Engineer,184000,US,Medium
1013,2023,Senior-Level,Full_time,Data Infrastructure Engineer,143000,US,Medium
1014,2023,Senior-Level,Full_time,Data Analyst,70000,US,Medium
1015,2023,Senior-Level,Full_time,Data Analyst,55000,US,Medium
1016,2023,Senior-Level,Full_time,Analytics Engineer,275300,US,Medium
1017,2023,Senior-Level,Full_time,Analytics Engineer,183500,US,Medium
1018,2023,Senior-Level,Full_time,Data Architect,149040,US,Medium
1019,2023,Senior-Level,Full_time,Data Architect,113900,US,Medium
1020,2023,Senior-Level,Full_time,Data Analyst,180180,US,Medium
1021,2023,Senior-Level,Full_time,Data Analyst,106020,US,Medium
1022,2023,Senior-Level,Full_time,Data Engineer,139500,US,Medium
1023,2023,Senior-Level,Full_time,Data Engineer,109400,US,Medium
1024,2023,Senior-Level,Full_time,Data Scientist,105000,US,Medium
1025,2023,Senior-Level,Full_time,Data Scientist,70000,US,Medium
1026,2023,Senior-Level,Full_time,Data Engineer,146000,US,Medium
1027,2023,Senior-Level,Full_time,Data Engineer,75000,US,Medium
1028,2023,Senior-Level,Full_time,Data Engineer,160000,US,Medium
1029,2023,Senior-Level,Full_time,Data Engineer,130000,US,Medium
1030,2023,Senior-Level,Full_time,Data Analyst,169000,US,Medium
1031,2023,Senior-Level,Full_time,Data Analyst,110600,US,Medium
1032,2023,Senior-Level,Full_time,Data Operations Engineer,193000,US,Medium
1033,2023,Senior-Level,Full_time,Data Operations Engineer,136850,US,Medium
1034,2023,Senior-Level,Full_time,Machine Learning Engineer,139500,US,Medium
1035,2023,Senior-Level,Full_time,Machine Learning Engineer,109400,US,Medium
1036,2023,Senior-Level,Full_time,Data Engineer,276000,US,Medium
1037,2023,Senior-Level,Full_time,Data Engineer,178500,US,Medium
1038,2023,Senior-Level,Full_time,Machine Learning Engineer,195652,GB,Medium
1039,2023,Senior-Level,Full_time,Machine Learning Engineer,101228,GB,Medium
1040,2023,Senior-Level,Full_time,Data Engineer,136956,GB,Medium
1041,2023,Senior-Level,Full_time,Data Engineer,101228,GB,Medium
1042,2023,Senior-Level,Full_time,Data Engineer,252000,US,Medium
1043,2023,Senior-Level,Full_time,Data Engineer,129000,US,Medium
1044,2023,Senior-Level,Full_time,Data Engineer,163800,US,Medium
1045,2023,Senior-Level,Full_time,Data Engineer,126000,US,Medium
1046,2023,Senior-Level,Full_time,ML Engineer,260000,CA,Medium
1047,2023,Senior-Level,Full_time,ML Engineer,110000,CA,Medium
1048,2023,Senior-Level,Full_time,Analytics Engineer,170000,US,Medium
1049,2023,Senior-Level,Full_time,Analytics Engineer,130000,US,Medium
1050,2023,Senior-Level,Full_time,Machine Learning Engineer,247500,US,Medium
1051,2023,Senior-Level,Full_time,Machine Learning Engineer,172200,US,Medium
1052,2023,Senior-Level,Full_time,Data Scientist,239748,US,Medium
1053,2023,Senior-Level,Full_time,Data Scientist,159832,US,Medium
1054,2023,Senior-Level,Full_time,Machine Learning Engineer,163800,US,Medium
1055,2023,Senior-Level,Full_time,Machine Learning Engineer,126000,US,Medium
1056,2023,Senior-Level,Full_time,Data Engineer,252000,US,Medium
1057,2023,Senior-Level,Full_time,Data Engineer,129000,US,Medium
1058,2023,Senior-Level,Full_time,Data Science Manager,299500,US,Medium
1059,2023,Senior-Level,Full_time,Data Science Manager,245100,US,Medium
1060,2023,Senior-Level,Full_time,Data Architect,188500,US,Medium
1061,2023,Senior-Level,Full_time,Data Architect,117000,US,Medium
1062,2023,Senior-Level,Full_time,Data Analyst,250000,US,Medium
1063,2023,Senior-Level,Full_time,Data Analyst,138000,US,Medium
1064,2023,Senior-Level,Full_time,Deep Learning Researcher,123405,DE,Large
1065,2023,Senior-Level,Full_time,Data Engineer,140000,US,Medium
1066,2023,Senior-Level,Full_time,Data Engineer,120000,US,Medium
1067,2023,Senior-Level,Full_time,BI Analyst,160000,US,Medium
1068,2023,Senior-Level,Full_time,BI Analyst,135000,US,Medium
1069,2023,Senior-Level,Full_time,Data Engineer,153600,US,Medium
1070,2023,Senior-Level,Full_time,Data Engineer,106800,US,Medium
1071,2023,Senior-Level,Full_time,Data Analyst,127000,US,Medium
1072,2023,Senior-Level,Full_time,Data Analyst,94000,US,Medium
1073,2023,Senior-Level,Full_time,Data Scientist,210550,US,Medium
1074,2023,Senior-Level,Full_time,Data Scientist,153300,US,Medium
1075,2023,Senior-Level,Full_time,Data Analyst,161500,US,Medium
1076,2023,Senior-Level,Full_time,Data Analyst,119500,US,Medium
1077,2023,Senior-Level,Full_time,Data Analyst,175000,US,Medium
1078,2023,Senior-Level,Full_time,Data Analyst,145000,US,Medium
1079,2023,Senior-Level,Full_time,Data Scientist,175000,US,Medium
1080,2023,Senior-Level,Full_time,Data Scientist,148750,US,Medium
1081,2023,Senior-Level,Full_time,Data Analytics Specialist,105000,US,Medium
1082,2023,Senior-Level,Full_time,Data Analytics Specialist,85000,US,Medium
1083,2023,Senior-Level,Full_time,Research Scientist,215000,US,Medium
1084,2023,Senior-Level,Full_time,Research Scientist,146300,US,Medium
1085,2023,Senior-Level,Full_time,Machine Learning Engineer,153400,US,Medium
1086,2023,Senior-Level,Full_time,Machine Learning Engineer,122700,US,Medium
1087,2023,Senior-Level,Full_time,Data Scientist,186300,US,Medium
1088,2023,Senior-Level,Full_time,Data Scientist,123900,US,Medium
1089,2023,Senior-Level,Full_time,Machine Learning Engineer,153400,US,Medium
1090,2023,Senior-Level,Full_time,Machine Learning Engineer,122700,US,Medium
1091,2023,Senior-Level,Full_time,Data Analyst,185900,US,Medium
1092,2023,Senior-Level,Full_time,Data Analyst,121700,US,Medium
1093,2023,Senior-Level,Full_time,Data Analyst,153600,US,Medium
1094,2023,Senior-Level,Full_time,Data Analyst,106800,US,Medium
1095,2023,Senior-Level,Freelance,Software Data Engineer,50000,AU,Medium
1096,2023,Senior-Level,Full_time,Machine Learning Engineer,247500,US,Medium
1097,2023,Senior-Level,Full_time,Machine Learning Engineer,172200,US,Medium
1098,2023,Senior-Level,Full_time,Data Analyst,125000,US,Medium
1099,2023,Senior-Level,Full_time,Data Analyst,110000,US,Medium
1100,2023,Senior-Level,Full_time,Data Scientist,149076,US,Medium
1101,2023,Senior-Level,Full_time,Data Scientist,82365,US,Medium
1102,2023,Senior-Level,Full_time,Machine Learning Engineer,139500,US,Medium
1103,2023,Senior-Level,Full_time,Machine Learning Engineer,109400,US,Medium
1104,2023,Senior-Level,Full_time,Data Engineer,139500,US,Medium
1105,2023,Senior-Level,Full_time,Data Engineer,109400,US,Medium
1106,2023,Senior-Level,Full_time,Data Engineer,252000,US,Medium
1107,2023,Senior-Level,Full_time,Data Engineer,129000,US,Medium
1108,2023,Senior-Level,Full_time,Data Analyst,95000,US,Medium
1109,2023,Senior-Level,Full_time,Data Analyst,85500,US,Medium
1110,2023,Senior-Level,Full_time,Data Analyst,185900,US,Medium
1111,2023,Senior-Level,Full_time,Data Analyst,121700,US,Medium
1112,2023,Senior-Level,Full_time,Data Scientist,201000,US,Medium
1113,2023,Senior-Level,Full_time,Data Scientist,122000,US,Medium
1114,2023,Senior-Level,Full_time,Data Engineer,252000,US,Medium
1115,2023,Senior-Level,Full_time,Data Engineer,129000,US,Medium
1116,2023,Senior-Level,Full_time,Data Analyst,120000,US,Medium
1117,2023,Senior-Level,Full_time,Data Analyst,75000,US,Medium
1118,2023,Senior-Level,Full_time,Data Scientist,185900,US,Medium
1119,2023,Senior-Level,Full_time,Data Scientist,129300,US,Medium
1120,2023,Senior-Level,Full_time,Data Scientist,201000,US,Medium
1121,2023,Senior-Level,Full_time,Data Scientist,122000,US,Medium
1122,2023,Senior-Level,Full_time,Machine Learning Engineer,204500,US,Medium
1123,2023,Senior-Level,Full_time,Machine Learning Engineer,142200,US,Medium
1124,2023,Senior-Level,Full_time,Data Manager,155000,US,Medium
1125,2023,Senior-Level,Full_time,Data Manager,140000,US,Medium
1126,2023,Senior-Level,Full_time,Data Engineer,121500,US,Medium
1127,2023,Senior-Level,Full_time,Data Engineer,78000,US,Medium
1128,2023,Senior-Level,Full_time,Data Scientist,190000,US,Medium
1129,2023,Senior-Level,Full_time,Data Scientist,136000,US,Medium
1130,2023,Senior-Level,Full_time,Data Analyst,180000,US,Medium
1131,2023,Senior-Level,Full_time,Data Analyst,110000,US,Medium
1132,2023,Senior-Level,Full_time,Data Scientist,275300,US,Medium
1133,2023,Senior-Level,Full_time,Data Scientist,183000,US,Medium
1134,2023,Senior-Level,Full_time,Data Engineer,170000,US,Medium
1135,2023,Senior-Level,Full_time,Data Engineer,140000,US,Medium
1136,2023,Senior-Level,Full_time,Data Engineer,154000,US,Medium
1137,2023,Senior-Level,Full_time,Data Engineer,116000,US,Medium
1138,2023,Senior-Level,Full_time,Data Engineer,160000,US,Medium
1139,2023,Senior-Level,Full_time,Data Engineer,130000,US,Medium
1140,2023,Senior-Level,Full_time,Data Scientist,175000,US,Medium
1141,2023,Senior-Level,Full_time,Data Scientist,160000,US,Medium
1142,2023,Senior-Level,Full_time,Data Engineer,153600,US,Medium
1143,2023,Senior-Level,Full_time,Data Engineer,106800,US,Medium
1144,2023,Senior-Level,Full_time,Data Scientist,225000,US,Medium
1145,2023,Senior-Level,Full_time,Data Scientist,156400,US,Medium
1146,2023,Senior-Level,Full_time,Analytics Engineer,150000,US,Medium
